num,loss,val_loss
100,0.0008750674314796925,0.0003301854885648936
101,0.0005627096397802234,0.0003766421868931502
102,0.0014198431745171547,0.00032915465999394655
103,0.0007711580256000161,0.00031201032106764615
104,0.0005914580542594194,0.000530813354998827
105,0.0009352380293421447,0.00042648299131542444
106,0.0008337569306604564,0.0002711537526920438
107,0.0006793389329686761,0.0002461831900291145
108,0.0005857874639332294,0.00037400246947072446
109,0.0007337722345255315,0.0007451560813933611
110,0.001553292153403163,0.00030992369283922017
111,0.0008957711397670209,0.0002928468456957489
112,0.0008443977567367256,0.0002987482293974608
113,0.0008361281943507493,0.00030426617013290524
114,0.0007251033675856888,0.0004147209401708096
115,0.0007447372190654278,0.00041815120493993163
116,0.0010976346675306559,0.0003916286223102361
117,0.0007514439057558775,0.0002884727728087455
118,0.0006090646493248641,0.0006010699435137212
119,0.0006254400941543281,0.00033607130171731114
120,0.0009601390920579433,0.00022276153322309256
121,0.0007786830537952483,0.0002775382890831679
122,0.0005464949063025415,0.0003436310507822782
123,0.0009242496453225613,0.0006300448440015316
124,0.0011271692346781492,0.0012788856402039528
125,0.0009017403936013579,0.00026974562206305563
126,0.0014933436177670956,0.0002553811646066606
127,0.0006393918883986771,0.0002573042584117502
128,0.0006032951059751213,0.00024638755712658167
129,0.0008829980506561697,0.0002205888886237517
130,0.0006347406888380647,0.0005998846609145403
131,0.00048414882621727884,0.0007949107675813138
132,0.0008327604155056179,0.0006305539282038808
133,0.0006596128805540502,0.0005093355430290103
134,0.0006224263343028724,0.000213407794944942
135,0.0008932994096539915,0.0002626350615173578
136,0.0007721500005573034,0.0002698138705454767
137,0.001192630035802722,0.0008898998494260013
138,0.0006711112800985575,0.0002688869717530906
139,0.000642074563074857,0.00026480527594685555
140,0.0007903253426775336,0.0003235767944715917
141,0.0008966854074969888,0.0002462654374539852
142,0.0007368724327534437,0.0005941831041127443
143,0.0010319780558347702,0.0002577794366516173
144,0.0005910181789658964,0.00021363342239055783
145,0.000640982820186764,0.0002641478495206684
146,0.0008293647551909089,0.00026580161647871137
147,0.0008485313737764955,0.0002605341433081776
148,0.0004782523901667446,0.00026398402405902743
149,0.0005318355979397893,0.00028148002456873655
150,0.0006741982651874423,0.0005679207388311625
151,0.0006445965846069157,0.00027175218565389514
152,0.0008550770580768585,0.0002393186732660979
153,0.0009384395671077073,0.00027717833290807903
154,0.001088166143745184,0.0002549942000769079
155,0.0006435713730752468,0.0005707569071091712
156,0.0005612881504930556,0.00028201265376992524
157,0.0006661620573140681,0.00032152203493751585
158,0.0007046794053167105,0.0003018117567989975
159,0.0007998390356078744,0.000226099175051786
160,0.0006014397949911654,0.000518924614880234
161,0.0008622498717159033,0.00042683331412263215
162,0.0006691914750263095,0.0004852965648751706
163,0.000636925979051739,0.000263640598859638
164,0.0007975852349773049,0.0021382432896643877
165,0.0011844534892588854,0.00030407955637201667
166,0.000470237631816417,0.0002241080510430038
167,0.0006717424839735031,0.00026432020240463316
168,0.0004850433033425361,0.0004612063930835575
169,0.0007057491457089782,0.0007506432011723518
170,0.0009339106036350131,0.0002600899606477469
171,0.0005981556605547667,0.0002832264290191233
172,0.0007825626526027918,0.00023527094163000584
173,0.0007266460452228785,0.00030882746796123683
174,0.0005565848550759256,0.0002977654803544283
175,0.000662701204419136,0.0004617613449227065
176,0.0007086452678777277,0.00027442839927971363
177,0.000544621841982007,0.00047393751447089016
178,0.0009233648888766766,0.0002274555736221373
179,0.000609525537583977,0.0002722132485359907
180,0.0005351273575797677,0.00020796677563339472
181,0.0006912244716659188,0.0002951514907181263
182,0.0009867099579423666,0.0002843569382093847
183,0.0006483963807113469,0.00021503018797375262
184,0.001097424770705402,0.00032015680335462093
185,0.001339760608971119,0.0002319685445399955
186,0.0005781067302450538,0.0005394072504714131
187,0.0008336403407156467,0.00043066026410087943
188,0.0007824203348718584,0.0005797473713755608
189,0.000613702810369432,0.000544732203707099
190,0.00045107287587597966,0.0002772335719782859
191,0.0006530215032398701,0.0002929310721810907
192,0.0006314830970950425,0.00032625006861053407
193,0.0006149962428025901,0.00021155898866709322
194,0.0004816676373593509,0.0003002977173309773
195,0.0006481739110313356,0.0004354346601758152
196,0.0007144391420297325,0.0003446701739449054
197,0.000576615915633738,0.0003000031865667552
198,0.0006776087102480233,0.0002580573200248182
199,0.0007289538625627756,0.00030771721503697336
